transaction_id,customer_id,merchant_id,payment_method_id,transaction_ts,transaction_type,status,currency_code,amount,processing_fee,authorization_code,source_system,updated_at
184,116,40,1,2025-06-20 17:49:38,PAYMENT,APPROVED,USD,351.6,4.11,AUTH0000000184,PAYMENTS_APP,2025-06-20 17:49:38
185,130,42,4,2026-05-12 04:58:15,PAYMENT,APPROVED,USD,2038.22,68.83,AUTH0000000185,PAYMENTS_APP,2026-05-12 04:58:15
186,195,15,3,2026-03-31 17:47:34,PAYMENT,APPROVED,USD,207.59,0.43,AUTH0000000186,PAYMENTS_APP,2026-03-31 17:47:34
187,131,8,5,2026-04-14 20:35:40,PAYMENT,PENDING,USD,1931.6,34.46,,PAYMENTS_APP,2026-04-14 20:35:40
188,185,29,5,2026-07-11 13:21:25,PAYMENT,DECLINED,USD,2056.7,4.97,,PAYMENTS_APP,2026-07-11 13:21:25
189,64,20,1,2025-08-12 15:28:45,PAYMENT,APPROVED,USD,1840.24,42.74,AUTH0000000189,PAYMENTS_APP,2025-08-12 15:28:45
190,189,38,6,2025-03-31 15:59:09,PAYMENT,APPROVED,USD,1939.3,17.56,AUTH0000000190,PAYMENTS_APP,2025-03-31 15:59:09
191,53,4,5,2026-03-15 06:02:35,PAYMENT,DECLINED,USD,348.95,2.8,,PAYMENTS_APP,2026-03-15 06:02:35
192,181,19,3,2025-12-26 19:22:47,PAYMENT,APPROVED,USD,1492.55,10.04,AUTH0000000192,PAYMENTS_APP,2025-12-26 19:22:47
193,16,18,6,2026-06-11 03:28:01,PAYMENT,APPROVED,USD,2406.97,66.71,AUTH0000000193,PAYMENTS_APP,2026-06-11 03:28:01
194,174,26,4,2025-09-13 05:19:28,PAYMENT,PENDING,USD,805.92,7.59,,PAYMENTS_APP,2025-09-13 05:19:28
195,197,6,4,2025-10-03 22:51:28,PAYMENT,APPROVED,USD,938.56,3.35,AUTH0000000195,PAYMENTS_APP,2025-10-03 22:51:28
196,199,47,1,2026-01-13 16:33:17,PAYMENT,APPROVED,USD,818.9,0.89,AUTH0000000196,PAYMENTS_APP,2026-01-13 16:33:17
197,55,32,3,2026-01-02 02:18:20,PAYMENT,DECLINED,USD,994.89,33.74,,PAYMENTS_APP,2026-01-02 02:18:20
198,125,22,6,2025-11-27 10:19:31,PAYMENT,APPROVED,USD,1368.73,7.45,AUTH0000000198,PAYMENTS_APP,2025-11-27 10:19:31
199,117,1,4,2026-04-16 00:35:34,PAYMENT,APPROVED,USD,2323.65,14.8,AUTH0000000199,PAYMENTS_APP,2026-04-16 00:35:34
200,71,6,6,2025-05-16 23:39:56,PAYMENT,APPROVED,USD,398.28,13.03,AUTH0000000200,PAYMENTS_APP,2025-05-16 23:39:56
201,194,15,4,2025-06-19 01:53:07,PAYMENT,APPROVED,USD,1564.39,40.18,AUTH0000000201,PAYMENTS_APP,2025-06-19 01:53:07
202,133,44,4,2025-01-02 07:46:13,PAYMENT,APPROVED,USD,195.77,4.15,AUTH0000000202,PAYMENTS_APP,2025-01-02 07:46:13
203,188,7,1,2026-03-09 04:48:44,PAYMENT,APPROVED,USD,178.0,2.5,AUTH0000000203,PAYMENTS_APP,2026-03-09 04:48:44
204,18,34,5,2025-05-21 13:56:04,PAYMENT,APPROVED,USD,1604.3,38.54,AUTH0000000204,PAYMENTS_APP,2025-05-21 13:56:04
205,176,29,2,2025-08-07 22:52:03,PAYMENT,PENDING,USD,379.28,5.69,,PAYMENTS_APP,2025-08-07 22:52:03
206,110,21,2,2025-04-13 05:05:51,PAYMENT,APPROVED,USD,1474.35,20.73,AUTH0000000206,PAYMENTS_APP,2025-04-13 05:05:51
207,200,45,1,2025-09-12 20:08:54,PAYMENT,DECLINED,USD,1500.42,32.5,,PAYMENTS_APP,2025-09-12 20:08:54
208,101,19,6,2025-11-05 07:28:48,PAYMENT,DECLINED,USD,1517.71,11.25,,PAYMENTS_APP,2025-11-05 07:28:48
209,164,39,1,2025-02-25 08:42:50,PAYMENT,APPROVED,USD,965.33,8.88,AUTH0000000209,PAYMENTS_APP,2025-02-25 08:42:50
210,108,24,5,2026-01-05 11:31:20,PAYMENT,APPROVED,USD,967.71,28.57,AUTH0000000210,PAYMENTS_APP,2026-01-05 11:31:20
211,11,4,4,2025-03-16 00:36:27,PAYMENT,DECLINED,USD,169.76,1.68,,PAYMENTS_APP,2025-03-16 00:36:27
212,109,45,4,2026-06-03 10:25:50,PAYMENT,PENDING,USD,1781.86,48.26,,PAYMENTS_APP,2026-06-03 10:25:50
213,21,33,2,2026-07-04 19:34:31,PAYMENT,DECLINED,USD,382.55,1.47,,PAYMENTS_APP,2026-07-04 19:34:31
214,167,44,6,2025-06-09 19:31:45,PAYMENT,APPROVED,USD,977.44,22.06,AUTH0000000214,PAYMENTS_APP,2025-06-09 19:31:45
215,117,40,5,2025-09-02 02:06:29,PAYMENT,APPROVED,USD,216.45,3.41,AUTH0000000215,PAYMENTS_APP,2025-09-02 02:06:29
216,42,32,3,2025-06-29 04:20:55,PAYMENT,APPROVED,USD,1770.04,43.99,AUTH0000000216,PAYMENTS_APP,2025-06-29 04:20:55
217,69,47,1,2025-09-23 06:04:44,PAYMENT,APPROVED,USD,318.2,8.77,AUTH0000000217,PAYMENTS_APP,2025-09-23 06:04:44
218,148,41,1,2026-03-16 09:54:09,PAYMENT,DECLINED,USD,160.62,4.05,,PAYMENTS_APP,2026-03-16 09:54:09
219,146,11,3,2026-05-24 16:34:23,PAYMENT,DECLINED,USD,900.95,16.21,,PAYMENTS_APP,2026-05-24 16:34:23
220,30,15,6,2025-06-11 09:17:18,PAYMENT,APPROVED,USD,2235.78,53.48,AUTH0000000220,PAYMENTS_APP,2025-06-11 09:17:18
221,39,12,1,2025-01-13 08:54:13,PAYMENT,APPROVED,USD,1179.94,16.54,AUTH0000000221,PAYMENTS_APP,2025-01-13 08:54:13
222,82,18,1,2026-03-06 08:10:27,PAYMENT,APPROVED,USD,621.41,19.97,AUTH0000000222,PAYMENTS_APP,2026-03-06 08:10:27
223,103,5,4,2025-02-23 06:31:47,PAYMENT,APPROVED,USD,2011.04,69.12,AUTH0000000223,PAYMENTS_APP,2025-02-23 06:31:47
224,52,19,5,2025-11-15 11:54:59,PAYMENT,APPROVED,USD,1383.18,1.76,AUTH0000000224,PAYMENTS_APP,2025-11-15 11:54:59
225,198,50,2,2025-09-06 16:53:27,PAYMENT,APPROVED,USD,1479.64,26.3,AUTH0000000225,PAYMENTS_APP,2025-09-06 16:53:27
226,139,23,6,2025-09-09 05:28:55,PAYMENT,APPROVED,USD,2331.06,4.23,AUTH0000000226,PAYMENTS_APP,2025-09-09 05:28:55
227,79,7,2,2025-12-10 00:03:11,PAYMENT,PENDING,USD,941.31,24.56,,PAYMENTS_APP,2025-12-10 00:03:11
228,37,46,3,2025-09-01 15:17:06,PAYMENT,APPROVED,USD,2403.0,81.86,AUTH0000000228,PAYMENTS_APP,2025-09-01 15:17:06
229,192,6,5,2026-06-17 15:02:20,PAYMENT,PENDING,USD,2239.05,37.14,,PAYMENTS_APP,2026-06-17 15:02:20
230,112,43,2,2025-05-17 23:12:01,PAYMENT,APPROVED,USD,188.0,3.82,AUTH0000000230,PAYMENTS_APP,2025-05-17 23:12:01
231,116,18,2,2025-11-19 14:18:25,PAYMENT,PENDING,USD,2079.92,25.15,,PAYMENTS_APP,2025-11-19 14:18:25
232,116,30,3,2025-07-27 04:57:20,PAYMENT,DECLINED,USD,273.32,1.26,,PAYMENTS_APP,2025-07-27 04:57:20
233,116,20,4,2026-02-21 04:23:45,PAYMENT,DECLINED,USD,896.36,24.37,,PAYMENTS_APP,2026-02-21 04:23:45
234,181,45,5,2025-09-29 04:21:57,PAYMENT,APPROVED,USD,394.88,9.61,AUTH0000000234,PAYMENTS_APP,2025-09-29 04:21:57
235,102,33,1,2025-12-02 05:24:01,PAYMENT,APPROVED,USD,1778.18,60.33,AUTH0000000235,PAYMENTS_APP,2025-12-02 05:24:01
236,141,16,1,2025-06-28 01:07:53,PAYMENT,APPROVED,USD,2136.65,42.52,AUTH0000000236,PAYMENTS_APP,2025-06-28 01:07:53
237,57,9,2,2025-05-24 04:25:19,PAYMENT,APPROVED,USD,155.11,4.27,AUTH0000000237,PAYMENTS_APP,2025-05-24 04:25:19
238,6,5,2,2025-03-28 21:12:06,PAYMENT,DECLINED,USD,647.79,18.55,,PAYMENTS_APP,2025-03-28 21:12:06
239,85,8,1,2026-03-31 04:41:20,PAYMENT,APPROVED,USD,2262.79,66.07,AUTH0000000239,PAYMENTS_APP,2026-03-31 04:41:20
240,45,23,2,2026-03-20 14:22:53,PAYMENT,APPROVED,USD,74.68,1.81,AUTH0000000240,PAYMENTS_APP,2026-03-20 14:22:53
241,166,19,4,2026-04-02 05:24:41,PAYMENT,APPROVED,USD,1535.65,33.75,AUTH0000000241,PAYMENTS_APP,2026-04-02 05:24:41
242,165,34,2,2025-03-04 03:11:37,PAYMENT,APPROVED,USD,958.16,14.62,AUTH0000000242,PAYMENTS_APP,2025-03-04 03:11:37
243,125,23,5,2025-01-20 13:55:34,PAYMENT,PENDING,USD,898.42,17.53,,PAYMENTS_APP,2025-01-20 13:55:34
244,8,50,3,2026-02-02 09:50:46,PAYMENT,APPROVED,USD,66.13,1.41,AUTH0000000244,PAYMENTS_APP,2026-02-02 09:50:46
245,26,16,6,2026-06-27 13:00:49,PAYMENT,DECLINED,USD,2499.01,85.25,,PAYMENTS_APP,2026-06-27 13:00:49
246,15,49,2,2025-09-04 09:42:14,PAYMENT,DECLINED,USD,2040.9,65.69,,PAYMENTS_APP,2025-09-04 09:42:14
247,189,45,3,2026-02-02 12:55:04,PAYMENT,APPROVED,USD,441.07,9.33,AUTH0000000247,PAYMENTS_APP,2026-02-02 12:55:04
248,127,35,3,2025-12-27 20:40:03,PAYMENT,DECLINED,USD,356.11,11.84,,PAYMENTS_APP,2025-12-27 20:40:03
249,57,2,5,2025-06-29 17:51:22,PAYMENT,APPROVED,USD,226.55,2.02,AUTH0000000249,PAYMENTS_APP,2025-06-29 17:51:22
250,83,4,1,2025-07-26 04:45:03,PAYMENT,APPROVED,USD,1792.63,57.79,AUTH0000000250,PAYMENTS_APP,2025-07-26 04:45:03
251,96,46,6,2025-05-26 04:02:18,PAYMENT,DECLINED,USD,2151.81,72.43,,PAYMENTS_APP,2025-05-26 04:02:18
252,41,47,4,2026-02-10 21:20:10,PAYMENT,APPROVED,USD,842.07,10.08,AUTH0000000252,PAYMENTS_APP,2026-02-10 21:20:10
253,158,23,2,2025-11-21 06:20:33,PAYMENT,PENDING,USD,2421.89,59.53,,PAYMENTS_APP,2025-11-21 06:20:33
254,46,47,1,2025-06-29 13:46:35,PAYMENT,APPROVED,USD,1835.25,20.21,AUTH0000000254,PAYMENTS_APP,2025-06-29 13:46:35
255,157,15,6,2026-02-05 20:39:41,PAYMENT,APPROVED,USD,456.02,5.39,AUTH0000000255,PAYMENTS_APP,2026-02-05 20:39:41
256,82,11,6,2025-05-25 12:03:26,PAYMENT,PENDING,USD,195.44,2.5,,PAYMENTS_APP,2025-05-25 12:03:26
257,68,14,2,2025-04-01 23:16:08,PAYMENT,PENDING,USD,2216.75,35.88,,PAYMENTS_APP,2025-04-01 23:16:08
258,113,47,4,2025-12-25 09:20:40,PAYMENT,APPROVED,USD,1801.31,4.75,AUTH0000000258,PAYMENTS_APP,2025-12-25 09:20:40
259,123,37,6,2026-05-20 13:47:18,PAYMENT,APPROVED,USD,1365.51,6.07,AUTH0000000259,PAYMENTS_APP,2026-05-20 13:47:18
260,27,5,3,2026-04-08 02:41:01,PAYMENT,APPROVED,USD,737.98,8.74,AUTH0000000260,PAYMENTS_APP,2026-04-08 02:41:01
261,124,46,1,2025-03-18 19:55:02,PAYMENT,APPROVED,USD,845.54,29.17,AUTH0000000261,PAYMENTS_APP,2025-03-18 19:55:02
262,49,27,6,2026-03-21 05:43:11,PAYMENT,APPROVED,USD,254.04,2.03,AUTH0000000262,PAYMENTS_APP,2026-03-21 05:43:11
263,13,26,5,2026-07-08 09:39:28,PAYMENT,PENDING,USD,704.53,6.39,,PAYMENTS_APP,2026-07-08 09:39:28
264,76,43,6,2026-05-18 05:35:31,PAYMENT,APPROVED,USD,902.71,14.03,AUTH0000000264,PAYMENTS_APP,2026-05-18 05:35:31
265,122,8,3,2025-01-27 07:32:05,PAYMENT,APPROVED,USD,1595.84,54.61,AUTH0000000265,PAYMENTS_APP,2025-01-27 07:32:05
266,98,24,2,2025-09-29 03:19:05,PAYMENT,PENDING,USD,1360.77,9.91,,PAYMENTS_APP,2025-09-29 03:19:05
267,145,4,2,2025-09-27 16:00:37,PAYMENT,APPROVED,USD,659.24,19.42,AUTH0000000267,PAYMENTS_APP,2025-09-27 16:00:37
268,59,36,1,2025-03-29 12:31:01,PAYMENT,DECLINED,USD,1035.55,27.67,,PAYMENTS_APP,2025-03-29 12:31:01
269,122,37,2,2026-02-01 19:01:35,PAYMENT,APPROVED,USD,2414.1,58.81,AUTH0000000269,PAYMENTS_APP,2026-02-01 19:01:35
270,174,40,2,2025-02-05 18:16:51,PAYMENT,DECLINED,USD,2251.24,63.52,,PAYMENTS_APP,2025-02-05 18:16:51
271,55,13,2,2025-05-04 16:20:56,PAYMENT,APPROVED,USD,2372.7,15.86,AUTH0000000271,PAYMENTS_APP,2025-05-04 16:20:56
272,82,47,1,2026-03-22 07:21:05,PAYMENT,PENDING,USD,370.55,7.87,,PAYMENTS_APP,2026-03-22 07:21:05
273,118,1,6,2026-07-24 14:28:02,PAYMENT,DECLINED,USD,815.99,8.48,,PAYMENTS_APP,2026-07-24 14:28:02
274,151,38,1,2026-06-20 15:16:37,PAYMENT,APPROVED,USD,1036.69,6.26,AUTH0000000274,PAYMENTS_APP,2026-06-20 15:16:37
275,68,25,6,2025-04-14 10:24:58,PAYMENT,DECLINED,USD,2200.46,67.88,,PAYMENTS_APP,2025-04-14 10:24:58
276,104,10,5,2026-05-13 20:49:36,PAYMENT,DECLINED,USD,1183.14,8.11,,PAYMENTS_APP,2026-05-13 20:49:36
277,61,4,6,2026-02-16 01:24:43,PAYMENT,APPROVED,USD,2224.05,27.29,AUTH0000000277,PAYMENTS_APP,2026-02-16 01:24:43
278,72,32,6,2026-01-17 00:44:11,PAYMENT,APPROVED,USD,2043.65,23.1,AUTH0000000278,PAYMENTS_APP,2026-01-17 00:44:11
279,83,18,6,2025-08-22 04:53:34,PAYMENT,APPROVED,USD,2435.57,39.13,AUTH0000000279,PAYMENTS_APP,2025-08-22 04:53:34
280,125,49,5,2025-07-12 16:04:56,PAYMENT,APPROVED,USD,2283.67,33.9,AUTH0000000280,PAYMENTS_APP,2025-07-12 16:04:56
281,35,50,5,2026-06-12 05:47:16,PAYMENT,APPROVED,USD,778.5,14.19,AUTH0000000281,PAYMENTS_APP,2026-06-12 05:47:16
282,93,46,2,2025-07-17 07:18:29,PAYMENT,APPROVED,USD,624.48,10.32,AUTH0000000282,PAYMENTS_APP,2025-07-17 07:18:29
283,62,24,4,2026-06-02 14:27:08,PAYMENT,PENDING,USD,2307.76,55.76,,PAYMENTS_APP,2026-06-02 14:27:08
284,67,48,6,2025-07-01 17:16:44,PAYMENT,DECLINED,USD,1378.78,17.52,,PAYMENTS_APP,2025-07-01 17:16:44
285,147,50,2,2025-04-03 10:22:44,PAYMENT,APPROVED,USD,967.03,6.32,AUTH0000000285,PAYMENTS_APP,2025-04-03 10:22:44
286,200,50,6,2025-07-31 09:47:49,PAYMENT,PENDING,USD,1024.36,1.72,,PAYMENTS_APP,2025-07-31 09:47:49
287,79,46,6,2025-06-27 21:53:12,PAYMENT,APPROVED,USD,560.2,12.15,AUTH0000000287,PAYMENTS_APP,2025-06-27 21:53:12
288,174,34,5,2026-01-21 12:41:46,PAYMENT,APPROVED,USD,630.74,10.64,AUTH0000000288,PAYMENTS_APP,2026-01-21 12:41:46
289,77,44,1,2026-06-08 13:37:31,PAYMENT,DECLINED,USD,1618.71,35.14,,PAYMENTS_APP,2026-06-08 13:37:31
290,71,17,6,2026-05-09 02:19:27,PAYMENT,APPROVED,USD,2470.91,56.29,AUTH0000000290,PAYMENTS_APP,2026-05-09 02:19:27
291,15,39,4,2025-11-02 06:51:28,PAYMENT,APPROVED,USD,1293.72,11.86,AUTH0000000291,PAYMENTS_APP,2025-11-02 06:51:28
292,108,26,4,2025-01-27 23:51:44,PAYMENT,APPROVED,USD,2493.68,24.49,AUTH0000000292,PAYMENTS_APP,2025-01-27 23:51:44
293,164,31,6,2025-07-14 12:29:39,PAYMENT,PENDING,USD,1783.71,43.41,,PAYMENTS_APP,2025-07-14 12:29:39
294,25,31,2,2025-11-04 06:11:20,PAYMENT,PENDING,USD,2191.36,15.69,,PAYMENTS_APP,2025-11-04 06:11:20
295,57,23,2,2026-07-27 06:39:55,PAYMENT,PENDING,USD,2249.08,52.29,,PAYMENTS_APP,2026-07-27 06:39:55
296,119,8,4,2025-11-11 15:18:32,PAYMENT,APPROVED,USD,929.83,19.44,AUTH0000000296,PAYMENTS_APP,2025-11-11 15:18:32
297,98,34,3,2025-03-14 17:11:34,PAYMENT,APPROVED,USD,1251.69,38.17,AUTH0000000297,PAYMENTS_APP,2025-03-14 17:11:34
298,118,10,3,2025-06-04 05:00:04,PAYMENT,APPROVED,USD,857.33,29.63,AUTH0000000298,PAYMENTS_APP,2025-06-04 05:00:04
299,163,4,1,2025-03-24 17:45:08,PAYMENT,APPROVED,USD,1577.95,11.06,AUTH0000000299,PAYMENTS_APP,2025-03-24 17:45:08
300,23,9,5,2025-06-22 20:58:54,PAYMENT,APPROVED,USD,1224.45,33.01,AUTH0000000300,PAYMENTS_APP,2025-06-22 20:58:54
301,188,24,1,2026-03-16 17:22:53,PAYMENT,APPROVED,USD,12.67,0.24,AUTH0000000301,PAYMENTS_APP,2026-03-16 17:22:53
302,64,15,6,2026-06-28 06:56:19,PAYMENT,APPROVED,USD,1692.19,37.75,AUTH0000000302,PAYMENTS_APP,2026-06-28 06:56:19
303,12,20,3,2025-04-16 13:57:52,PAYMENT,DECLINED,USD,1472.09,9.83,,PAYMENTS_APP,2025-04-16 13:57:52
304,176,9,3,2026-04-12 18:56:35,PAYMENT,DECLINED,USD,1310.77,20.64,,PAYMENTS_APP,2026-04-12 18:56:35
305,104,2,2,2026-05-17 13:04:47,PAYMENT,APPROVED,USD,413.04,13.15,AUTH0000000305,PAYMENTS_APP,2026-05-17 13:04:47
306,183,42,1,2025-08-05 00:47:52,PAYMENT,DECLINED,USD,1262.08,6.55,,PAYMENTS_APP,2025-08-05 00:47:52
307,153,4,6,2026-01-20 23:18:48,PAYMENT,APPROVED,USD,1928.35,42.78,AUTH0000000307,PAYMENTS_APP,2026-01-20 23:18:48
308,65,31,6,2025-02-19 04:12:56,PAYMENT,APPROVED,USD,1111.34,5.78,AUTH0000000308,PAYMENTS_APP,2025-02-19 04:12:56
309,70,40,5,2025-01-10 10:57:47,PAYMENT,APPROVED,USD,1654.5,38.92,AUTH0000000309,PAYMENTS_APP,2025-01-10 10:57:47
310,28,32,2,2025-04-18 18:37:34,PAYMENT,PENDING,USD,1544.63,16.39,,PAYMENTS_APP,2025-04-18 18:37:34
311,42,3,5,2025-09-27 19:02:49,PAYMENT,APPROVED,USD,895.45,13.37,AUTH0000000311,PAYMENTS_APP,2025-09-27 19:02:49
312,29,37,6,2026-05-08 12:02:12,PAYMENT,APPROVED,USD,7.84,0.19,AUTH0000000312,PAYMENTS_APP,2026-05-08 12:02:12
313,165,15,4,2026-06-08 02:43:56,PAYMENT,PENDING,USD,1809.22,57.47,,PAYMENTS_APP,2026-06-08 02:43:56
314,11,19,3,2025-10-31 09:36:59,PAYMENT,APPROVED,USD,126.15,3.61,AUTH0000000314,PAYMENTS_APP,2025-10-31 09:36:59
315,166,11,3,2025-04-29 03:27:31,PAYMENT,APPROVED,USD,25.17,0.14,AUTH0000000315,PAYMENTS_APP,2025-04-29 03:27:31
316,103,26,4,2025-10-02 03:23:03,PAYMENT,APPROVED,USD,2037.6,14.71,AUTH0000000316,PAYMENTS_APP,2025-10-02 03:23:03
317,34,45,6,2026-05-05 15:21:18,PAYMENT,PENDING,USD,2215.42,14.78,,PAYMENTS_APP,2026-05-05 15:21:18
318,146,44,4,2025-06-13 03:46:33,PAYMENT,APPROVED,USD,2278.16,39.66,AUTH0000000318,PAYMENTS_APP,2025-06-13 03:46:33
319,187,9,4,2026-01-03 22:15:31,PAYMENT,APPROVED,USD,2156.58,66.68,AUTH0000000319,PAYMENTS_APP,2026-01-03 22:15:31
320,4,46,6,2026-02-26 16:02:41,PAYMENT,APPROVED,USD,159.28,3.71,AUTH0000000320,PAYMENTS_APP,2026-02-26 16:02:41
321,25,28,6,2025-08-18 12:19:01,PAYMENT,DECLINED,USD,1308.23,32.47,,PAYMENTS_APP,2025-08-18 12:19:01
322,39,36,5,2025-09-12 17:32:47,PAYMENT,APPROVED,USD,1659.61,37.85,AUTH0000000322,PAYMENTS_APP,2025-09-12 17:32:47
323,20,49,4,2025-06-10 18:24:25,PAYMENT,APPROVED,USD,2129.83,65.09,AUTH0000000323,PAYMENTS_APP,2025-06-10 18:24:25
324,104,16,1,2025-10-12 01:49:59,PAYMENT,DECLINED,USD,557.54,12.75,,PAYMENTS_APP,2025-10-12 01:49:59
325,115,21,1,2026-04-16 16:10:20,PAYMENT,DECLINED,USD,1120.8,33.76,,PAYMENTS_APP,2026-04-16 16:10:20
326,143,36,1,2026-05-25 23:47:18,PAYMENT,APPROVED,USD,257.51,3.87,AUTH0000000326,PAYMENTS_APP,2026-05-25 23:47:18
327,88,24,1,2025-11-08 18:30:28,PAYMENT,DECLINED,USD,517.92,12.34,,PAYMENTS_APP,2025-11-08 18:30:28
328,122,46,6,2025-08-17 16:32:46,PAYMENT,APPROVED,USD,1400.82,30.92,AUTH0000000328,PAYMENTS_APP,2025-08-17 16:32:46
329,163,19,5,2025-04-10 23:59:24,PAYMENT,APPROVED,USD,6.49,0.08,AUTH0000000329,PAYMENTS_APP,2025-04-10 23:59:24
330,185,27,1,2025-02-16 05:58:36,PAYMENT,APPROVED,USD,351.98,8.93,AUTH0000000330,PAYMENTS_APP,2025-02-16 05:58:36
331,184,22,1,2025-05-04 14:18:17,PAYMENT,APPROVED,USD,1143.16,31.51,AUTH0000000331,PAYMENTS_APP,2025-05-04 14:18:17
332,35,32,1,2025-05-07 16:24:08,PAYMENT,APPROVED,USD,1646.48,55.17,AUTH0000000332,PAYMENTS_APP,2025-05-07 16:24:08
333,46,45,5,2026-03-20 21:18:12,PAYMENT,APPROVED,USD,2311.0,63.68,AUTH0000000333,PAYMENTS_APP,2026-03-20 21:18:12
334,130,25,4,2025-04-17 14:06:18,PAYMENT,PENDING,USD,1501.76,46.57,,PAYMENTS_APP,2025-04-17 14:06:18
335,116,9,2,2025-09-12 09:57:40,PAYMENT,APPROVED,USD,2409.02,81.9,AUTH0000000335,PAYMENTS_APP,2025-09-12 09:57:40
336,189,36,6,2026-06-09 10:52:59,PAYMENT,PENDING,USD,1369.97,15.99,,PAYMENTS_APP,2026-06-09 10:52:59
337,173,9,6,2025-08-03 22:43:30,PAYMENT,PENDING,USD,727.16,9.26,,PAYMENTS_APP,2025-08-03 22:43:30
338,30,49,3,2025-07-02 18:20:46,PAYMENT,DECLINED,USD,1736.09,20.77,,PAYMENTS_APP,2025-07-02 18:20:46
339,107,44,6,2026-07-30 17:29:23,PAYMENT,DECLINED,USD,1427.02,33.8,,PAYMENTS_APP,2026-07-30 17:29:23
340,7,25,2,2026-07-01 10:24:37,PAYMENT,APPROVED,USD,2020.95,37.94,AUTH0000000340,PAYMENTS_APP,2026-07-01 10:24:37
341,16,45,3,2025-10-01 05:51:34,PAYMENT,APPROVED,USD,1708.79,10.22,AUTH0000000341,PAYMENTS_APP,2025-10-01 05:51:34
342,144,15,6,2026-01-03 16:28:42,PAYMENT,APPROVED,USD,1540.66,36.93,AUTH0000000342,PAYMENTS_APP,2026-01-03 16:28:42
343,100,27,6,2026-06-08 10:28:21,PAYMENT,PENDING,USD,1661.57,54.0,,PAYMENTS_APP,2026-06-08 10:28:21
344,200,29,2,2026-07-20 01:57:31,PAYMENT,APPROVED,USD,1859.43,14.7,AUTH0000000344,PAYMENTS_APP,2026-07-20 01:57:31
345,186,13,3,2026-01-12 21:25:20,PAYMENT,DECLINED,USD,1846.39,14.18,,PAYMENTS_APP,2026-01-12 21:25:20
346,189,33,1,2026-04-05 06:27:35,PAYMENT,PENDING,USD,187.1,6.31,,PAYMENTS_APP,2026-04-05 06:27:35
347,66,1,3,2026-03-15 10:09:43,PAYMENT,DECLINED,USD,661.33,4.28,,PAYMENTS_APP,2026-03-15 10:09:43
348,14,50,6,2026-04-23 05:38:10,PAYMENT,APPROVED,USD,385.1,4.61,AUTH0000000348,PAYMENTS_APP,2026-04-23 05:38:10
349,82,34,2,2026-05-18 20:51:01,PAYMENT,DECLINED,USD,895.86,24.78,,PAYMENTS_APP,2026-05-18 20:51:01
350,140,35,4,2025-07-08 18:57:16,PAYMENT,APPROVED,USD,1965.86,12.62,AUTH0000000350,PAYMENTS_APP,2025-07-08 18:57:16
351,193,40,5,2025-08-07 12:05:00,PAYMENT,APPROVED,USD,902.63,7.61,AUTH0000000351,PAYMENTS_APP,2025-08-07 12:05:00
352,165,40,5,2025-01-10 04:10:36,PAYMENT,PENDING,USD,865.67,7.94,,PAYMENTS_APP,2025-01-10 04:10:36
353,99,17,5,2025-02-10 11:41:05,PAYMENT,APPROVED,USD,2289.92,75.86,AUTH0000000353,PAYMENTS_APP,2025-02-10 11:41:05
354,12,19,6,2026-06-14 13:39:06,PAYMENT,DECLINED,USD,2007.24,32.41,,PAYMENTS_APP,2026-06-14 13:39:06
355,198,35,5,2025-07-17 11:39:44,PAYMENT,DECLINED,USD,206.78,0.88,,PAYMENTS_APP,2025-07-17 11:39:44
356,55,44,4,2025-01-08 22:49:33,PAYMENT,APPROVED,USD,527.74,11.82,AUTH0000000356,PAYMENTS_APP,2025-01-08 22:49:33
357,118,46,3,2026-03-22 23:32:26,PAYMENT,APPROVED,USD,1867.48,11.63,AUTH0000000357,PAYMENTS_APP,2026-03-22 23:32:26
358,67,27,4,2025-07-02 09:10:18,PAYMENT,DECLINED,USD,177.03,5.12,,PAYMENTS_APP,2025-07-02 09:10:18
359,173,8,5,2026-04-07 22:56:43,PAYMENT,APPROVED,USD,1083.13,1.71,AUTH0000000359,PAYMENTS_APP,2026-04-07 22:56:43
360,176,20,5,2025-02-16 02:38:34,PAYMENT,APPROVED,USD,2320.19,10.69,AUTH0000000360,PAYMENTS_APP,2025-02-16 02:38:34
361,41,35,2,2026-03-25 13:53:12,PAYMENT,APPROVED,USD,2055.48,4.21,AUTH0000000361,PAYMENTS_APP,2026-03-25 13:53:12
362,187,42,3,2026-07-13 10:44:23,PAYMENT,PENDING,USD,361.04,8.68,,PAYMENTS_APP,2026-07-13 10:44:23
363,147,39,4,2025-01-12 20:09:11,PAYMENT,DECLINED,USD,354.29,0.86,,PAYMENTS_APP,2025-01-12 20:09:11
364,186,23,2,2026-07-05 19:56:05,PAYMENT,APPROVED,USD,762.42,20.16,AUTH0000000364,PAYMENTS_APP,2026-07-05 19:56:05
365,65,13,1,2026-06-09 05:11:11,PAYMENT,APPROVED,USD,460.8,10.13,AUTH0000000365,PAYMENTS_APP,2026-06-09 05:11:11
366,172,5,3,2025-02-25 19:58:59,PAYMENT,APPROVED,USD,1612.04,5.62,AUTH0000000366,PAYMENTS_APP,2025-02-25 19:58:59
367,26,19,5,2026-05-14 12:02:45,PAYMENT,APPROVED,USD,321.41,7.48,AUTH0000000367,PAYMENTS_APP,2026-05-14 12:02:45
